user_id,label,followers,followed,verified
269788397,1,60210,733,False
1236060903268890112,0,93,141,False
46650770,0,448952,97,False
27033505,0,522051,3458,False
1288584146,0,25029,857,False
23507465,0,997,610,False
2327926476,0,498,697,False
1628407377673289984,0,10969,9587,False
1585796715914949888,0,36,17,False
28785486,0,17864927,436,False
2573467081,0,8015,171,False
75299247,1,28362,18369,False
1500129642,0,2665959,632,False
962809553321644032,0,709,1296,False
1243560408025189888,0,1131649,2009,False
1395480508860069888,0,341,263,False
2816586478,0,3718,3821,False
91882544,1,3836623,7522,False
162460033,1,927,681,False
1271620824508709888,0,80,139,False
1579139265946070016,0,539,721,False
739844197935644672,0,239474,98073,False
1338320708871409920,0,36,72,False
1595629930263579904,0,80,47,False
1848048896,0,5072,2936,False
2715895584,0,105,76,False
1586848891558830080,0,1,16,False
1429015331863930112,1,3118,521,False
615484291,0,1694,1265,False
90651198,0,1118152,2823,False
890061634181373952,0,727823,360,False
14631085,0,47,125,False
1598763734431689984,0,45,52,False
261029333,0,48056,506,False
1641777382980730112,0,134,362,False
16573941,0,22505049,2273,False
1373483550721319936,0,484,1505,False
1223254855,0,331,345,False
254117355,1,767591,640,False
18004222,1,941908,1349,False
1082197856,0,1707116,1135,False
1678701294188470016,0,0,20,False
292929271,1,2733707,189198,False
21728303,0,248529,1193,False
1598812618818459904,0,166,100,False
744892695085211008,0,358,215,False
14883821,0,70891,8311,False
392258619,1,91,135,False
1074480192,0,3545606,5438,False
1016260688,0,42050,29213,False
14499829,0,12345822,1772,False
107260172,0,101,123,False
1653578318589959936,0,9,13,False
1345282771,1,4123,2212,False
1603251009660359936,0,44,58,False
2870958338,0,37,607,False
1179936533840900096,0,2867,4998,False
1670744780958220032,1,20,43,False
1444056998,0,734,3329,False
23022687,1,6262579,5416,False
811984746507042048,0,62,98,False
33913156,0,197018,4645,False
2209160701,0,3285,3320,False
983045358099025920,1,216453,14294,False
1409733817,1,316,1036,False
2282226499,0,720,953,False
1594487043341440000,0,11,71,False
1362213166931909888,0,17,96,False
243359967,0,85,528,False
711720939822551040,0,2684,5000,False
200725696,0,3124,3960,False
404248209,0,179469,2505,False
314656173,0,975,2265,False
1482647729054619904,0,41,79,False
19084896,0,1635389,7703,False
1410101881519490048,0,1136,4870,False
602600505,0,145,205,False
232901331,0,4956117,1779,False
1283087629240730112,0,105,89,False
163604919,0,71,549,False
599828854,1,6919,669,False
55338739,0,1026288,711,False
8170292,0,688886,12671,False
1674279870140930048,0,10,30,False
173959695,1,1559,253,False
20743737,0,12676,1805,False
1649144237336709888,0,35,334,False
1453577268857430016,0,61,120,False
717265454620937984,1,2439,250,False
1241591213578309888,0,48398,8795,False
29585423,0,47,52,False
140405540,0,28575,767,False
408253531,0,4750,2917,False
1901298962,0,4779547,192828,False
107393078,0,2227,2793,False
1656061896850830080,0,125,309,False
493175789,0,290671,1264,False
1394044387,1,10859,4174,False
1177765999891889920,0,346,469,False
1457107853135785984,0,1267,581,False
1643678968308979968,1,0,23,False
1471286322081920000,0,128,93,False
1223072766133440000,0,496,1241,False
1305927880459689984,0,6479,4590,False
592877877,0,42211,634,False
1476463827529179904,0,3,32,False
319400885,0,0,149,False
1088813050109410048,1,23373,141,False
844960466552147968,1,14935,3904,False
1440097749786099968,0,159,650,False
3171712086,0,24728816,269,False
1571325144420809984,0,69,38,False
610842349,0,256,2804,False
1357553542383470080,0,5030,1979,False
1048018930785080064,0,4004101,235,False
1676328400535810048,0,176,308,False
551426814,0,529697,2446,False
358545917,0,1204608,3715,False
1485050675138629888,1,492,736,False
1699873531,0,3039,4277,False
2409390822,0,670,1714,False
1523396503011820032,0,8806,750,False
42519569,0,2049,5001,False
1304175634814569984,0,94,313,False
2557521,0,49428332,392,False
1654107464986409984,0,10,203,False
920847890867801984,0,181,1275,False
1523912517365339904,1,412,365,False
1564106709655810048,0,53,136,False
304679484,0,5162823,1344,False
824435160355655040,0,541,683,False
1518670128451360000,0,552,365,False
3827830753,0,626311,1353,False
1658317491154589952,0,4,25,False
968153029949222016,0,42327,155,False
1621505487027200000,0,89,38,False
863453142305971968,1,8289,3738,False
1594704772388489984,0,6,45,False
1595107879102569984,0,70,13,False
240077201,0,2817,1975,False
727816021403380992,1,1021,977,False
2173456496,0,19,271,False
306187678,0,927,1209,False
1396594023943610112,0,26,124,False
1048595647438429952,0,101,681,False
1530474569835940096,0,108,213,False
977030624547672064,0,1173,1501,False
601899725,0,243,790,False
1618386526551010048,1,70,340,False
892153969,0,414668,157,False
478837240,0,381,488,False
41819270,0,1219,1617,False
534023,0,646640,2432,False
216534004,1,5252,5759,False
91410785,0,803,303,False
1277376244388989952,1,806,178,False
1557335870428110080,1,141,106,False
1546872960912389888,0,102,141,False
1359555124742469888,0,2667,451,False
1390497036890340096,0,612,953,False
703565016,0,604,737,False
1265772192077240064,1,416,300,False
1400227590535790080,0,549,1224,False
1045110787,0,1675119,1313,False
289239106,0,245,240,False
810055220,0,325523,27448,False
1586741625581139968,0,13,48,False
1594807571658970112,0,15,49,False
813882497368887040,0,354,844,False
1637616405448120064,0,28,147,False
188793260,0,609684,7338,False
790192348672232960,0,470,622,False
44610616,1,1809,2583,False
1673301907782200064,1,2,12,False
1496143935525240064,0,72,360,False
20309527,0,931,1786,False
1521629642,0,410,1212,False
942723953143009280,1,8055,3493,False
1094790043,0,47890,989,False
363910719,1,20871,1791,False
1511123927812120064,0,1418,1374,False
1659739941272979968,0,46,128,False
1586087812880679936,0,16,53,False
1522723182381250048,0,536,683,False
1494157736086729984,0,12,224,False
1504480408204819968,0,14,130,False
476942193,1,869,521,False
1664963162251180032,0,35,81,False
282907791,0,938,385,False
1518790932014909952,0,612,566,False
1586733842710200064,0,68,92,False
1350661446296770048,0,412,268,False
2531283090,1,36929,1223,False
49310973,0,754,1834,False
811356452,0,1226,1790,False
435232010,0,520946,1406,False
1577820480937100032,0,44,123,False
32871086,1,1390935,780,False
16523905,1,386930,8539,False
944741633337282048,0,3925,549,False
576120742,1,990,749,False
451623060,0,117618,117227,False
1652745699900140032,0,45,28,False
1577162178641240064,0,146,683,False
164718384,0,54244,4194,False
1104872346345760000,0,614,1493,False
1383498394128179968,1,27101,138,False
2559917970,0,84,699,False
932686825600274048,1,152,789,False
5068241,0,590,410,False
619268644,0,39,276,False
787020248021097984,0,351,283,False
701192010368155008,1,48,156,False
813286,1,131931462,546413,False
2996253413,0,897075,1010,False
2327879665,0,188,139,False
827949521959202048,1,255,1566,False
1598822960839749888,0,4,19,False
1182392974744960000,0,42,60,False
53421412,0,4548,3965,False
449401546,0,10,155,False
491461409,0,157507,8781,False
1464586765071699968,0,0,7,False
588703829,0,760754,530,False
930194542665568000,0,3251,2281,False
567384031,0,36,128,False
1500182865933440000,0,1129,1658,False
1380163392422479872,0,94224,10033,False
1546870002158109952,0,138,1043,False
2973628064,0,1090,3092,False
1149050035465619968,1,29795,350,False
1250148926801479936,0,543,248,False
1519329789479470080,0,443,509,False
774037401312321024,0,231,217,False
1596990402791630080,0,48,40,False
1586884276078919936,0,504,347,False
751396851564343296,1,971,161,False
41319250,0,181,28,False
39344374,1,10809901,1944,False
24189128,0,2711,504,False
119118907,0,6012,1052,False
1102302297038739968,0,3693,4099,False
1646043327240730112,0,93,300,False
249368444,0,651,291,False
1492860789358820096,1,24688,6691,False
19032473,0,519722,954,False
1435242253543419904,0,1483,2066,False
936729517,0,1086,1252,False
1451209882150000128,0,37,133,False
1168246108188879872,0,283,2136,False
1511727224948489984,1,1,29,False
845112748014914944,0,57,137,False
1286357031805489920,0,22,284,False
1653668871113679872,0,2998,3475,False
80155250,1,12633,95,False
891857336121396992,0,7714,275,False
1614003920598080000,0,671,1017,False
153747564,1,20831,2199,False
18847632,0,1656408,39,False
1030942562,0,9109,1753,False
1245699895,0,704800,23103,False
19091173,0,2166446,2620,False
1276506982271320064,0,28,120,False
218892512,0,53,37,False
140750890,0,74,107,False
826261914,0,457719,466,False
242539352,0,473,1877,False
1547565173824620032,0,191,251,False
1538230472299269888,1,1017226,1438,False
1599519285646390016,1,1461,543,False
1480866009472969984,0,141,254,False
1349560358487379968,0,304,2251,False
1518792711817639936,0,1023,413,False
1319773531316640000,0,3,22,False
1655109711132229888,0,2,32,False
1509464793459170048,1,379,459,False
862180072215719040,1,480,1277,False
1455252045275990016,0,1239,2696,False
1123288612425090048,0,44,6,False
18166778,0,4793660,3709,False
3132930440,0,267,130,False
306690100,0,150,452,False
1173680666,0,66,167,False
1455910112384669952,0,2,2,False
1430054039170030080,1,719,1096,False
719580182814813952,0,3502,2676,False
1671046991244059904,0,2,24,False
1570842437110599936,0,105,71,False
1355233708312320000,0,152,37,False
1586348603357920000,0,638,1149,False
432895323,0,2224024,1962,False
1669802209763020032,1,45,7,False
297335961,0,1902,950,False
493365529,0,2361389,25,False
263547117,1,113367,6780,False
1447259461853309952,0,232,269,False
1523176434772150016,0,25,42,False
1534593079038070016,0,41708,4379,False
750173103976689024,1,98,428,False
1586033252984399872,0,130,190,False
1478636843918889984,0,3414,4754,False
332805418,0,379,1539,False
18529628,0,1195,2317,False
1450537670543689984,0,8080,2376,False
1277997844637540096,0,7,48,False
1679236811036539904,0,193,686,False
385449888,1,8294,1600,False
350700704,0,839,432,False
50446312,1,151649,408,False
1032061156393929984,0,28530,5901,False
56713358,0,3583,2478,False
1437737634319770112,0,8,28,False
714926957973085952,0,248,370,False
1537919417916430080,0,206,699,False
30301496,1,1929,1173,False
1457960795732460032,0,27,795,False
1660632929209390080,0,110,65,False
409490745,0,20883,3908,False
1513603957909700096,0,51,38,False
877696710041976064,1,1807,828,False
990035382,0,4843,2248,False
1519772169139529984,0,458,1036,False
434647029,1,1849,682,False
322735335,0,36232,687,False
2887892361,0,4456,3466,False
1955771269,0,10467,354,False
1658576898514119936,1,85,228,False
92790484,0,65,130,False
1328422666198540032,0,38238,4076,False
918302785011092992,1,41586,1202,False
843930447663058048,0,17609,3020,False
2994081112,1,850,370,False
1595562839082680064,0,272,393,False
1586497072341060096,0,3658,3212,False
1651071755224770048,0,18,65,False
27404490,0,331129,18,False
57441414,0,1183969,3875,False
17974048,1,257,580,False
1408330223037339904,0,130,577,False
1100334080523139968,0,1271,2133,False
1112724144427129984,0,278777,3283,False
34367582,0,934626,27927,False
2912672315,0,326,574,False
3429075845,0,48278,4764,False
3132828409,0,7,103,False
1428031625074520064,0,1035,2209,False
983818654629400064,0,190,836,False
1586364479343930112,0,165,671,False
16313405,0,367392,325,False
1435201400020019968,1,410,564,False
826986294,0,324,942,False
964317228429556992,0,340,1907,False
278145569,0,1121548,2029,False
102071743,0,532996,534,False
42441511,0,30,148,False
1223186176535849984,0,22893,21754,False
23085535,0,25381,1117,False
25298289,0,240942,412,False
17525171,0,2951618,221251,False
1586783283190390016,0,36,22,False
1088401034668659968,0,87,416,False
854537613461470976,0,647,1451,False
1112659290953779968,0,12,108,False
1529040918879280128,0,621,225,False
175426901,0,43,161,False
15485532,0,33735,1118,False
1410093880851120128,0,189,632,False
345365317,0,4463,4314,False
1420684785874259968,0,256,489,False
18208354,0,12122827,3922,False
935996724560014976,0,17,143,False
1566499424192359936,1,45342,1013,False
1658970011929639936,1,174,397,False
1574063327134810112,0,38,83,False
1282568233883699968,1,12840,3688,False
709583380162055936,0,4824,5282,False
1649277125407429888,0,2145,2672,False
762277185717624064,0,21,20,False
18839785,0,94239584,2649,False
739903854532263040,1,2964,570,False
882332196,1,3005,448,False
107376048,1,15083,1654,False
33915628,0,79613,79,False
878284831,0,657701,23010,False
885838630928994304,1,543295,410,False
1682282302963859968,0,93,207,False
1691149840594380032,1,49,54,False
757576142,0,877,1477,False
1014756915094509952,0,16047,377,False
1259584434950540032,0,52,523,False
14293310,0,19359877,508,False
411746539,0,2013,3096,False
18658476,1,105,431,False
1476695481875049984,0,159,1200,False
19430999,0,717141,7643,False
20438941,0,439,245,False
222119357,0,2439,2720,False
1649990172656930048,0,2,20,False
1322521502470860032,0,1404,3327,False
14920304,0,18593,4997,False
772031659,0,58,89,False
1413615214734490112,1,8063,8671,False
1584944712615660032,0,549,477,False
372253748,0,62714,41512,False
1234248803965979904,0,985,1014,False
1063209053814439936,1,67,341,False
1293662790163539968,0,467,956,False
2868280329,0,19,50,False
44389531,0,96,170,False
1101501186019149952,1,495,1190,False
234072153,0,3075,795,False
19620330,0,14837,2379,False
22997097,0,41656,8334,False
1032341075376169984,0,593,283,False
107498336,0,739,996,False
93301912,0,215,1177,False
1264242387380989952,0,606,1095,False
521060001,0,109,166,False
9624742,0,6422255,342,False
1647298865635239936,0,113,48,False
3400861672,0,1808,1075,False
1595787221164029952,0,69,259,False
1283691036,0,32,46,False
29501253,1,3408735,877,False
725701051337325952,0,1273,1530,False
1482160899829939968,0,179,467,False
42518865,0,315768,5410,False
1493907552282850048,0,1313,1076,False
1186287877967219968,0,90,148,False
1252288667437139968,0,13,58,False
1590508474089299968,0,80,128,False
1602083917212809984,0,340,1484,False
22703645,1,11118054,195,False
47798071,0,4136,2190,False
234726672,1,14983,2547,False
18584875,1,2359977,2518,False
1350858682393890048,0,50,461,False
1452070106008320000,0,8,95,False
1668030511317489920,1,470,515,False
2497742741,0,34,90,False
2882328382,1,622842,442,False
711478914875395968,0,1513,5008,False
16635277,1,443294,6194,False
1457780114721090048,0,215,310,False
1683486578,1,172,1272,False
1302062444714609920,0,560,223,False
275039791,0,219,83,False
1023974049179820032,0,2532,3120,False
1584155631291849984,1,860,597,False
1579214394847719936,0,135,104,False
769246139195330048,0,707,270,False
1586829712021659904,1,105,329,False
1597239084401009920,0,158,438,False
1518983141670749952,0,31,109,False
951881984061688960,0,117,145,False
636628325,0,83,246,False
1679894562699980032,0,106,446,False
21782956,1,315042,2127,False
4745651730,1,1974,855,False
24260680,1,6169,3465,False
1212405097944069888,0,1005,1694,False
1519421801033570048,0,40,22,False
821906070381723008,0,36,72,False
42264700,1,7850,199,False
1329812023664910080,0,118,80,False
2762010467,0,769,1724,False
2618564518,1,127,121,False
1547568463261989888,0,31357,658,False
85436197,0,813817,162242,False
1496551184445760000,0,43574,37671,False
1587601324102880000,0,225,165,False
1585495491349210112,0,17,268,False
826852655116999936,0,1944,1768,False
1594159653541250048,0,60,162,False
1599837967090119936,0,866,1249,False
1272632569700410112,0,176,414,False
1500902701311340032,0,1774,2016,False
3131510698,0,133,1612,False
1520129075637060096,1,5177,5006,False
1391774528984979968,0,176,145,False
1264989558069959936,0,67,107,False
1394689007586520064,0,51456,151,False
1189166973315350016,0,209,283,False
17374896,0,11,74,False
994591562582646016,0,43,118,False
881837179017756032,0,1935,879,False
1502687846762779904,0,125,252,False
24594377,0,2986,4916,False
23297095,0,548,648,False
910594272684118016,0,1939,4996,False
25418644,0,9079,8561,False
1510986539400100096,0,90,175,False
568594547,1,74,475,False
604460550,0,815,848,False
1382066326408209920,0,1757,949,False
1442443938611140096,0,2118,237,False
298732318,0,40,54,False
27705827,1,653,2748,False
4092812235,0,1415675,265,False
1519651794921659904,0,179,521,False
1341140541547879936,1,809,1154,False
1684897734132969984,0,2171,1569,False
387895767,0,376,785,False
20402945,0,5192060,858,False
1647944386766830080,0,105,82,False
2391429342,0,9259,9253,False
1524527260430210048,0,158,763,False
132385468,1,45559073,29,False
877387111023783040,0,365,1569,False
1625720703873070080,1,2385,347,False
3309762741,1,218,289,False
29287324,1,8230,8521,False
1307733034276440064,0,101,272,False
3024174911,1,1233,1012,False
437500980,0,85679,3953,False
1588950642747259904,0,9,42,False
246500501,0,379112,1697,False
390426012,0,22,53,False
119029167,0,3518,3680,False
1595799600190909952,0,49,123,False
436829061,0,45749,2185,False
472267452,0,414,717,False
28313464,0,3107,2541,False
1170133862044900096,0,288,207,False
1519092366925339904,0,13,216,False
2512849480,0,469,1128,False
73200644,0,197,267,False
2871665189,0,201,369,False
1435313154511219968,0,5874,4036,False
955896126611234048,0,57,357,False
831538291556102016,0,1413,1862,False
1319100544443529984,0,2076,1827,False
1516831813469149952,1,218,249,False
1598856912971470080,0,140,241,False
43591750,0,156,115,False
1035334532646489984,0,657,2345,False
17900624,0,453,1402,False
26237014,0,12787,12509,False
25585854,0,125,1262,False
1259067556117299968,0,369,462,False
1559563633482490112,0,807,4439,False
1391281405053880064,0,2851,2844,False
345883414,1,389,407,False
1654556263114469888,0,10,24,False
1085560404938370048,1,30,55,False
233719323,0,1288,3388,False
1262512903,0,123,382,False
3237410082,1,3019,3832,False
1346954194775770112,0,4268,4999,False
19919578,0,157,733,False
14482803,0,1682,3563,False
1468097505485319936,1,559,115,False
1653018276010639872,0,141,277,False
776255301284686976,0,18,163,False
1677047328560090112,0,75,304,False
1110489673,0,118,143,False
1184225138885250048,0,23,29,False
1444325544,0,344,64,False
1222363470835800064,0,11801,12617,False
1662867669194769920,0,137,272,False
1585353905814190080,0,896,1028,False
129044592,1,9055,3282,False
890702012949593984,0,13503,1887,False
1486416236636480000,0,1024,1035,False
1579088743591510016,0,2138,3376,False
1370020032688780032,0,21,59,False
4901722672,0,1717,1502,False
1350463967391579904,0,1221,1117,False
1569083998747620096,1,1508,955,False
473689424,0,5266,1535,False
1601713926969949952,0,31,111,False
1162913233155620096,0,39,401,False
1199581530034749952,1,1999,149,False
152103864,0,64,107,False
1603355159827980032,0,5668,6232,False
1610014641337530112,0,1,21,False
1013856921810540032,0,194,255,False
410082208,0,96,359,False
1511316481597920000,0,1233,1960,False
67062865,0,1021,4998,False
237936857,0,59,95,False
1674796853681070080,0,944,1122,False
1558689274140110080,0,41,112,False
1222101747377690112,0,1838,2754,False
1286702258936300032,0,6078,6684,False
1453419292830030080,0,103,248,False
1606631787509280000,0,94,147,False
1673103961157680128,0,105,176,False
29060026,0,15,42,False
1139347689844269952,0,80,208,False
800366923263261952,0,389,617,False
1439742251857499904,0,34,79,False
1511595899671219968,0,1069,1227,False
17394793,0,190082,1824,False
2671777180,0,454,2130,False
1324695234006159872,0,18,85,False
268671267,0,206,2290,False
19568591,0,1989195,1388,False
4877608739,0,72,160,False
1485989121218820096,0,33,48,False
1631597988307930112,1,55,75,False
2977083957,1,251518,678,False
387416764,0,786,377,False
1586018135857129984,0,193,216,False
1494369882653210112,0,335,147,False
1051877297605789952,0,16904,16569,False
1417227502536339968,1,1649,1127,False
863308596,0,1470,1424,False
14739037,0,48252,34196,False
1266468721633230080,1,558,279,False
1547519737093139968,0,191,179,False
1271065980261680128,0,1149,1591,False
1505207971114010112,0,20,128,False
1212726537142680064,0,82,81,False
1252520534,0,637,1259,False
1549128896842550016,1,24,26,False
800707492346925056,0,661314,1046,False
2846680295,0,3032,1331,False
97471177,0,13827,4327,False
29732043,0,2618,2825,False
1423365676174089984,0,9,14,False
1094211544110509952,0,331,302,False
949926716,1,2325,406,False
200617690,0,8709,6287,False
1603440877329949952,0,9,13,False
867908373966146944,0,94,252,False
1686376901630429952,0,21,35,False
1543219037332590080,1,75,180,False
1041798345587660032,0,3514,4157,False
1496040629176039936,0,586,1153,False
1683055238079450112,0,116,246,False
52176077,0,574,2727,False
1306984783482880000,0,24,143,False
1548107220583290112,0,23,72,False
1599934117377870080,0,9,80,False
1524858223358089984,0,499,661,False
1432083311279709952,0,972,936,False
1594142371876260096,0,44,299,False
1271179979057959936,0,47,136,False
25913049,0,36008,9976,False
1679205887901060096,1,37,108,False
52261410,0,255,173,False
1427302642263470080,0,9303,8528,False
1677991940053159936,0,879,1026,False
882153888,1,261,567,False
35664367,0,78,276,False
3191888037,0,21335,22699,False
504483890,1,5204,2990,False
1659169241973519872,0,219,270,False
1693216322555960064,1,336,222,False
792416640516386048,0,339,11,False
56501301,1,1399,3306,False
62513246,1,13999576,1131,False
1409759078,1,2858,2120,False
494291435,0,26454,949,False
574528166,1,104,177,False
32767046,0,554,2316,False
3372236307,0,681,777,False
390179793,0,22,56,False
1519278685559389952,0,3600,5006,False
34487965,0,279,521,False
1438138473425289984,0,3826,487,False
50547284,0,41412,179,False
1575034619140900096,0,1,64,False
1012050462747440000,0,4761,1370,False
1403530874751229952,0,429,507,False
1465430597346680064,0,2690,4610,False
1586070204634749952,0,1224,1611,False
224860513,0,313,345,False
2513000298,0,100,116,False
59491503,0,160,191,False
85157701,0,1206,1271,False
431934838,0,208,236,False
573956702,0,25,225,False
1346914339467480064,0,132,312,False
817344086977953024,0,2785,5001,False
20394750,0,14484,13293,False
1635388588249550080,0,135,293,False
921621636,0,144,494,False
1541195074549080064,0,48,56,False
1229178642674020096,0,40757,4746,False
963908981277241344,0,2134,133,False
24142279,0,448,913,False
1654147285306020096,1,59,191,False
988944317514435968,0,114,289,False
1551205938362810112,0,19,102,False
1503251949835059968,0,32564,112,False
1668860758078390016,1,153,376,False
36423082,0,926,2813,False
1465483799123440128,1,45,40,False
41466886,0,6655,6888,False
1631525946,0,246,498,False
325240185,0,32,40,False
52230962,0,14506,8543,False
2339891430,0,197,243,False
1359227231848049920,0,501,208,False
2931297335,0,83,273,False
370328955,0,1399,1166,False
916762706987961984,1,882,99,False
819874924378652032,0,2573,4712,False
1354512876,0,1213,1386,False
1517241974671259904,0,122,36,False
15742946,0,10797,1885,False
47063142,1,63755,506,False
824447262700888064,0,394,1704,False
2257083360,0,51,41,False
1592659034401890048,0,1,17,False
1610001468106350080,0,587,1310,False
900597416,1,1165,623,False
1493027884327439872,0,202,243,False
1272637132150980096,0,57,108,False
1508321708054220032,1,0,4,False
2809959174,0,673143,2506,False
1278054194809789952,0,142,353,False
225776123,0,3335,3585,False
1519794196076489984,0,1477,3175,False
827732691843952000,0,7,317,False
146046445,1,20493,4258,False
2271657197,0,228,338,False
1643529481338990080,1,441,586,False
23118908,0,254,500,False
165235209,0,171,375,False
1180840249355840000,0,7,47,False
3318105391,0,21244,21540,False
1562983432749469952,1,38,121,False
1369643007352379904,0,1935,2533,False
1090376721919069952,0,84,46,False
234694571,0,410342,2924,False
1683903245343650048,0,1730,2114,False
15764644,1,8132037,468,False
1014619854,1,49,180,False
1324113909956120064,0,67,145,False
1604941112266759936,0,114,487,False
